name,line
MRS HUDSON, Oh!
SHERLOCK, I didn’t say it was funny.
JOHN, You.
JOHN, What have I ever done ... hmm? ... my whole life ... to deserve you? 
SHERLOCK," That’s me, by the way. (He raises his left hand and waves at him.) Hello. "
SHERLOCK, Even the landlady used to run a drug cartel.
MRS HUDSON, It was my husband’s cartel. I was just typing.
MRS HUDSON," Sherlock Holmes, if you’ve been YouTube-ing ..."
SHERLOCK, Because you chose her.
JOHN," Why is everything ... (he walks towards the dining table, holding up a questioning hand and shrugging) ... always ... (his voice raises to a loud shout) ... MY FAULT?!"
MRS HUDSON," Oh, the neighbours!"
SHERLOCK, No. What is she?
SHERLOCK," No. Not in this flat; not in this room. Right here, right now, what is she?"
JOHN, Okay.
JOHN, Always your way.
JOHN, Sit.
MARY, Why?
JOHN," ... the people who come in here with their stories. Th-the clients – that’s all you are now, Mary. You’re a client. This is where you sit and talk ... (he gestures towards the armchairs) ... and this is where we sit and listen, then we decide if we want you or not."
JOHN," So, are you okay?"
MARY, Now?
MARY, Seriously? Months of silence and we’re gonna do this ... (she nods towards the drive) ... now?
SHERLOCK, ‘A.G.R.A.’ What’s that?
MARY, Er ... my initials.
MARY," Everything about who I was is on there. (Directly to John) If you love me, don’t read it in front of me."
MARY, ... and I don’t want to see that happen.
MARY, How much d’you know already?
SHERLOCK," ... Magnussen knows your secret, which is why you were going to kill him; and I assume you befriended Janine ... (he grimaces, shifting uncomfortably on his chair) ... in order to get close to him."
MARY, Oh – you can talk!
JOHN, Ohhh. Look at you two.
JOHN, You should have got married.
MARY," The stuff Magnussen has on me, I would go to prison for the rest of my life."
JOHN, So you were just gonna kill him.
MARY, People like Magnussen should be killed. That’s why there are people like me.
JOHN, How could I not see that?
MARY, You did see that.
MARY, Because he’s right.
SHERLOCK, So ... Mary ...
SHERLOCK," ... any documents that Magnussen has concerning yourself, you want ... (he grimaces yet again, his voice tight as if with physical pain) ... extracted and returned."
MARY, Why would you help me?
SHERLOCK, Because ... you saved my life.
JOHN," Sor-sorry, what?"
SHERLOCK, ... you had a problem.
s note," In the original version of this scene, Magnussen said, “Kill us both?”]"
s note," Sherlock does say ‘bide,’ though I suspect that Benedict ought to have said ‘buy.’ However, note an alternative theory here]"
JOHN, How did she save your life?
SHERLOCK, She phoned the ambulance.
JOHN, I phoned the ambulance.
SHERLOCK, She phoned first.
PARAMEDIC, Did somebody call an ambulance?
SHERLOCK, ... eight minutes. 
SHERLOCK, Did you bring any morphine? I asked on the phone.
SHERLOCK," There was, last week ..."
SHERLOCK, ... but I believe I’m bleeding internally and my pulse is very erratic.
SHERLOCK, You may need to re-start my heart on the way.
JOHN," Come on, Sherlock. Come on, Sherlock."
SHERLOCK, John?
SHERLOCK, John – Magnussen is all that matters now. You can trust Mary. She saved my life.
SHERLOCK," Er, mixed messages, I grant you."
JOHN," Sherlock? Sherlock. (To the paramedics) All right, take him."
JOHN, Got him?
MARY," So, have you read it?"
JOHN, W-would you come here a moment?
MARY," No, I’m fine."
JOHN, I’ve thought long and hard about what I want to say to you.
JOHN," These are prepared words, Mary."
JOHN, I’ve chosen these words with care.
JOHN, It’s all I have to say. It’s all I need to know.
JOHN, Is ‘Mary Watson’ good enough for you?
JOHN," Then it’s good enough for me, too."
MARY, Oh!
JOHN, All this does not mean that I’m not still basically pissed off with you.
JOHN," I am very pissed off, and it will come out now and then."
MARY," I know, I know, I know."
MARY, I do mow the lawn.
JOHN," No, I do it loads."
MARY, You really don’t.
JOHN, I choose the baby’s name.
MARY, Not a chance.
JOHN, Okay.
MYCROFT, I’m glad you’ve given up on the Magnussen business.
SHERLOCK, Are you?
MYCROFT," He never causes too much damage to anyone important. He’s far too intelligent for that. He’s a business-man, that’s all, and occasionally useful to us. A necessary evil – not a dragon for you to slay."
SHERLOCK, A dragon slayer. Is that what you think of me?
MYCROFT, No!
MYCROFT," I have, by the way, a job offer I should like you to decline."
SHERLOCK, I decline your kind offer.
MYCROFT, I shall pass on your regrets.
SHERLOCK, What was it?
MYCROFT," MI6 – they want to place you back into Eastern Europe. An undercover assignment that would prove fatal to you in, I think, about six months."
SHERLOCK, Then why don’t you want me to take it?
SHERLOCK, Utility(!) How do I have utility?
MYCROFT, “Here be dragons.”
MYCROFT, This isn’t agreeing with me. I’m going in.
SHERLOCK, You need low tar. You still smoke like a beginner.
SHERLOCK, What the hell am I supposed to say to that?!
SHERLOCK, You hate Christmas.
SHERLOCK, Clearly. Go and have some more.
MARY," So you realise that, er, Sherlock got us out here to see his mum and dad for a reason?"
JOHN, Oi. (He frowns round to the side of her head.) Oi.
JOHN, Mary? Jesus Christ. Mary?
JOHN, Sit down.
JOHN," Mary, can you hear me?"
SHERLOCK, Don’t drink Mary’s tea.
JOHN, Sherlock?
BILL, I calculated your wife’s dose meself. Won’t affect the little one. I’ll keep an eye on ’er.
SHERLOCK, ... A deal with the devil.
MAGNUSSEN, Shouldn’t you be in hospital?
MAGNUSSEN, Is it?
SHERLOCK," In my opinion, yes."
SHERLOCK, Have a seat.
MAGNUSSEN, Thank you.
SHERLOCK, I’ve been thinking about you.
MAGNUSSEN, I’ve been thinking about you.
SHERLOCK, Really?
MAGNUSSEN, What makes you think I’d be so careless?
SHERLOCK, It’s the dead-eye stare that gives it away.
SHERLOCK, You’re reading.
SHERLOCK," Portable Appledore. (He briefly snorts, then looks across to Magnussen.) How does it work?"
SHERLOCK, Built-in flash drive? (He lifts the glasses towards his own face.) 4G wireless?
SHERLOCK, They’re just ordinary spectacles.
MAGNUSSEN, Yes – they are.
PRESSURE POINT, > MORPHINE (ADD TO FILE)
MAGNUSSEN," You underestimate me, Mr Holmes."
MAGNUSSEN, Are you making me an offer?
SHERLOCK, A Christmas present.
MAGNUSSEN," And what are you giving me for Christmas, Mr Holmes?"
SHERLOCK, My brother.
JOHN, Sherlock ...
SHERLOCK, I’d rather keep you guessing.
SHERLOCK, Ah. (He smiles.) There’s our lift.
JOHN, Where?
SHERLOCK, D’you want your wife to be safe?
JOHN," Yeah, of course I do."
SHERLOCK," Good, because this is going to be incredibly dangerous. (Quick fire, speaking on one single breath for the next two sentences) One false move and we’ll have betrayed the security of the United Kingdom and be in prison for high treason. Magnussen is quite simply the most dangerous man we’ve ever encountered, and the odds are comprehensively stacked against us."
SHERLOCK, I feel the same.
SHERLOCK," Oh, you mean it’s actually Christmas. Did you bring your gun as I suggested?"
JOHN, Why would I bring my gun to your parents’ house for Christmas dinner?!
SHERLOCK," Off we go, then."
JOHN, Where are we going?
SHERLOCK, Appledore.
MAGNUSSEN," Yes, of course."
MAGNUSSEN," Very hard to find a pressure point on you, Mr Holmes."
SHERLOCK, Mm.
MAGNUSSEN, The drugs thing I never believed for a moment.
MAGNUSSEN," Anyway, you wouldn’t care if it was exposed, would you?"
MAGNUSSEN, Your damsel in distress.
JOHN," You ... (he walks closer to Magnussen, his voice tight and furious) ... put me in a fire ... for leverage?"
MAGNUSSEN," Oh, I’d never let you burn, Doctor Watson. (He sits up and puts his glass onto the clear glass table in front of him, then looks up at John again.) I had people standing by."
MAGNUSSEN, I’m not a murderer ... unlike your wife.
MAGNUSSEN," Let me explain how leverage works, Doctor Watson."
MAGNUSSEN," Mycroft’s pressure point is his junkie detective brother, Sherlock."
MAGNUSSEN," And Sherlock’s pressure point is his best friend, John Watson. John Watson’s pressure point is his wife. I own John Watson’s wife ... (he looks round to Sherlock) ... I own Mycroft. (He sits down.) He’s what I’m getting for Christmas."
SHERLOCK," It’s an exchange, not a gift."
MAGNUSSEN," Forgive me, but ... (he holds the laptop to his chest and runs his fingers over the back) ... I already seem to have it."
SHERLOCK, It’s password protected.
SHERLOCK," In return for the password, you will give me any material in your possession pertaining to the woman I know as Mary Watson."
MAGNUSSEN," Oh, she’s bad, that one. So many dead people. You should see what I’ve seen."
JOHN, I don’t need to see it.
MAGNUSSEN," You might enjoy it, though."
MAGNUSSEN, I enjoy it.
MAGNUSSEN, Show you Appledore?
MAGNUSSEN, The secret vaults? Is that what you want?
MAGNUSSEN," You know, I honestly expected something good."
SHERLOCK," Oh, I think you’ll find the contents of that laptop ..."
MAGNUSSEN," ... include a GPS locator. By now, your brother will have noticed the theft, and security services will be converging on this house. Having arrived ... (he looks down at the laptop) ... they’ll find top secret information in my hands ... (he reaches forward and picks up his glass from the table) ... and have every justification to search my vaults. They will discover further information of this kind and I’ll be imprisoned. You will be exonerated, and restored to your smelly little apartment to solve crimes with Mr and Mrs Psychopath."
SHERLOCK, The fact that you know it’s going to happen isn’t going to stop it.
MAGNUSSEN, Then why am I smiling?
MAGNUSSEN, Ask me.
MAGNUSSEN, ... and everything he holds dear.
MAGNUSSEN, Let me show you the Appledore vaults.
MAGNUSSEN, The entrance to my vaults. This is where I keep you all.
JOHN," Okay – so where are the vaults, then?"
MAGNUSSEN, They’re all in here.
MAGNUSSEN," The Appledore vaults are my Mind Palace. You know about Mind Palaces, don’t you, Sherlock?"
MAGNUSSEN," How to store information so you never forget it – by picturing it. I just sit here, I close my eyes ... (he does so, slowly lowering his head) ... and down I go to my vaults."
MAGNUSSEN, ... my memories.
MAGNUSSEN, I’ll look at the files on Mrs Watson.
MAGNUSSEN," Mmm, ah. (In the white room he lifts his right hand as if lifting a folder out of the drawer.) This is one of my favourites. (He sits back in the chair while, in his head, he looks at the file with a picture of Mary paper-clipped to the inside.) Oh, it’s so exciting."
MAGNUSSEN, All those wet jobs for the CIA. Ooh!
MAGNUSSEN, She’s gone a bit ... freelance now. Bad girl.
MAGNUSSEN," Ah, she is so wicked."
MAGNUSSEN, I can really see why you like her.
MAGNUSSEN, You see?
JOHN, So there are no documents. You don’t actually have anything here.
MAGNUSSEN," Oh, sometimes I send out for something ... (he lifts his left hand and looks down at his watch) ... if I really need it ..."
MAGNUSSEN, ... but mostly I just remember it all.
MAGNUSSEN, You should have that on a T-shirt.
JOHN, You just remember it all?
JOHN," But if you just know it, then you don’t have proof."
MAGNUSSEN," Proof? What would I need proof for? I’m in news, you moron. I don’t have to prove it – I just have to print it."
MAGNUSSEN, Let’s go outside. They’ll be here shortly.
MAGNUSSEN, Can’t wait to see you arrested.
MAGNUSSEN," They’re taking their time, aren’t they?"
JOHN, I still don’t understand.
MAGNUSSEN, Bring it over here a minute.
MAGNUSSEN, Come on.
MAGNUSSEN, Lean forward a bit and stick your face out.
MAGNUSSEN," Now, can I flick it?"
MAGNUSSEN, Can I flick your face?
MAGNUSSEN, I just love doing this.
MAGNUSSEN, I could do it all day.
MAGNUSSEN," It works like this, John. I know who Mary hurt and killed."
MAGNUSSEN, I know where they live; I know their phone numbers.
MAGNUSSEN, All in my Mind Palace – all of it.
MAGNUSSEN, ... just because I know.
MAGNUSSEN, Can I do your eye now?
MAGNUSSEN," See if you can keep it open, hmm?"
MAGNUSSEN, Come on. For Mary. Keep it open.
JOHN, Sherlock?
SHERLOCK, Just ... let him.
MAGNUSSEN," Here we go, Mr Holmes! "
 To clarify," Appledore’s vaults only exist in your mind, nowhere else, just there. "
MAGNUSSEN," Sorry. No chance for you to be a hero this time, Mr Holmes."
SHERLOCK, I’m not a hero ...
SHERLOCK, ... I’m a high-functioning sociopath.
SHERLOCK, Merry Christmas!
JOHN," Oh, Christ, Sherlock."
SHERLOCK, Give my love to Mary.
SHERLOCK, Tell her she’s safe now.
MYCROFT," As my colleague is fond of remarking, this country sometimes needs a blunt instrument. Equally, it sometimes needs a dagger – a scalpel wielded with precision and without remorse."
MYCROFT, There will always come a time when we need Sherlock Holmes.
SIR EDWIN, If this is some expression of familial sentiment ...
MYCROFT, Don’t be absurd. I am not given to outbursts of brotherly compassion.
MYCROFT, You know what happened to the other one.
MYCROFT," In any event, there is no prison in which we could incarcerate Sherlock without causing a riot on a daily basis. The alternative, however ..."
MYCROFT, ... would require your approval.
LADY SMALLWOOD," Hardly merciful, Mr Holmes."
MYCROFT," Regrettably, Lady Smallwood, my brother is a murderer."
MARY," Oh ... (she puts her hands on his shoulders and they kiss each other’s cheeks, then hug) ... don’t worry. I’ll keep him in trouble."
SHERLOCK, That’s my girl.
SHERLOCK, Since this is likely to be the last conversation I’ll have with John Watson ...
SHERLOCK, ... would you mind if we took a moment?
JOHN," So, here we are."
SHERLOCK, William Sherlock Scott Holmes.
JOHN, Sorry?
SHERLOCK, That’s the whole of it – if you’re looking for baby names.
JOHN," No, we’ve had a scan. We’re pretty sure it’s a girl."
JOHN, The game is over.
JOHN, What’s that?
SHERLOCK, It’s a story my brother told me when we were kids. The East Wind – this terrifying force that lays waste to all in its path.
SHERLOCK, It seeks out the unworthy ... (he meets John’s eyes) ... and plucks them from the Earth. That was generally me.
JOHN, Nice(!)
SHERLOCK, He was a rubbish big brother.
JOHN," So what about you, then? (He lifts his head.) Where are you actually going now?"
JOHN, For how long?
JOHN, And then what?
SHERLOCK, Who knows?
SHERLOCK," John, there’s something ... I should say; I-I’ve meant to say always and then never have. Since it’s unlikely we’ll ever meet again, I might as well say it now."
SHERLOCK, Sherlock is actually a girl’s name.
JOHN, It’s not.
JOHN, We’re not naming our daughter after you.
SHERLOCK, I think it could work.
SHERLOCK," To the very best of times, John."
COMMENTATOR, Smith brings it inside. This looks good.
CUSTOMER," Oi! What’s up with the telly? There’s something wrong with the telly, mate!"
ANOTHER CUSTOMER," Give it a whack, then!"
CUSTOMER, Who’s that?
VOICE, Did you miss me?
LADY SMALLWOOD, How is this possible?
LADY SMALLWOOD, Has the Prime Minister been told? (She looks round and up to Sir Edwin.) And Mycroft?
MAN, It’s your brother.
SHERLOCK, Mycroft?
SHERLOCK, I’ve only been gone four minutes.
SHERLOCK," Oh, for God’s sake. Make up your mind. Who needs me this time?"
MARY," But he’s dead. I mean, you told me he was dead, Moriarty."
JOHN, Absolutely. He blew his own brains out.
MARY, So how can he be back?
JOHN, There’s an East Wind coming.
JIM, Miss me?
SHERLOCK, Afternoon!
MOLLY," Bad day, was it?"
MYCROFT, Since yesterday you’ve moved in with him ... 
MYCROFT, ... and now you’re solving crimes together.
MRS HUDSON," Look at you, all happy. It’s not decent."
SHERLOCK," Who cares about decent? The game, Mrs Hudson, is on!"
SHERLOCK," Don’t make people into heroes, John. Heroes don’t exist and if they did, I wouldn’t be one of them."
JOHN," Right, this should do it."
JOHN, Are you wearing any pants?
SHERLOCK, No.
JOHN, Okay.
IRENE, This is how I want you to remember me: the woman who beat you.
SHERLOCK, But there never was any monster.
JOHN, Sherlock?
JIM, Here we are at last.
SHERLOCK," Goodbye, John."
LESTRADE," Ooh, you bastard!"
SHERLOCK, ... just the two of us against the rest of the world.
JOHN, Wait! We’re going to need to co-ordinate.
JOHN, I asked you for one more miracle. I asked you to stop being dead.
SHERLOCK, I heard you.
JOHN, Shut up. You are not a puzzle solver; you never have been. You’re a drama queen. Now there is a man in there about to die ... 
MAGNUSSEN," No chance for you to be a hero this time, Mr Holmes."
SHERLOCK, I’m a high-functioning sociopath.
SHERLOCK," To the very best of times, John."
LADY SMALLWOOD, How is this possible?
SHERLOCK, I’ve only been gone four minutes.
MYCROFT," Well, I certainly hope you’ve learned your lesson."
SHERLOCK, Who needs me this time?
JIM, Miss me?
SOLDIER," You all right, Captain?"
STAMFORD, Watson!
STAMFORD, Stamford. Remember?
STAMFORD, We were at Bart’s together.
WATSON," Yes, of course. (He shakes hands with the other man.) Stamford."
STAMFORD, Good Lord! Where have you been? You’re as thin as a rake!
WATSON, I made it home. Many weren’t so lucky.
STAMFORD, So what now?
WATSON," Hmm? I need a place to live. Somewhere decent, and an affordable price. It’s not easy."
STAMFORD," You know, you’re the second person to say that to me today."
WATSON, Hmm? Who was the first?
WATSON, Good Lord!
STAMFORD," It’s an experiment, apparently. Beating corpses to establish how long after death bruising is still possible."
WATSON, Is there a medical point to that?
WATSON," Neither am I. So, where’s this friend of yours, then?"
HOLMES," You’ve been in Afghanistan, I perceive. (He turns away, reaching into his waistcoat for his pocket watch.)"
STAMFORD," Doctor Watson, Mr Sherlock ..."
WATSON, I’m sorry?
HOLMES, I have my eye on a suite of rooms near Regent’s Park. Between us we could afford them.
WATSON, Rooms? (He glances briefly at Stamford.) Who said anything about rooms?
HOLMES," Now if you’ll excuse me, I have a hanging in Wandsworth and I’d hate them to start without me."
WATSON, A hanging?
HOLMES, I take a professional interest. I also play the violin and smoke a pipe. I presume that’s not a problem?
WATSON," Er, no, well ..."
HOLMES," Oh, and the name is Sherlock Holmes and the address is two hundred and twenty-one B Baker Street."
NEWS VENDOR, Papers! Papers!
NEWS VENDOR, Papers! Papers!
WATSON, Here.
WATSON, How’s ‘The Blue Carbuncle’ doing?
NEWS VENDOR," Very popular, Doctor Watson. Is there gonna be a proper murder next time?"
WATSON, I’ll have a word with the criminal classes.
NEWS VENDOR, If you wouldn’t mind.
NEWS VENDOR, Is that ’im? Is ’e in there?
WATSON," No. No, no, not at all. (He tips a finger to his hat.) Ah, good day to you."
NEWS VENDOR," Merry Christmas, Mr Holmes!"
MRS HUDSON," Mr Holmes, I do wish you’d let me know when you’re planning to come home."
HOLMES," I hardly knew myself, Mrs Hudson. That’s the trouble with dismembered country squires – they’re notoriously difficult to schedule."
WATSON, Never mind.
HOLMES, Caught the murderer; still looking for the legs. Think we’ll call it a draw.
MRS HUDSON," And I notice you’ve published another of your stories, Doctor Watson."
WATSON, Yes. Did you enjoy it?
WATSON, Oh?
MRS HUDSON, I never enjoy them.
MRS HUDSON," Well, I never say anything, do I? According to you, I just show people up the stairs and serve you breakfasts."
MRS HUDSON, My what?!
HOLMES," Don’t feel singled out, Mrs Hudson. I’m hardly in the dog one."
MRS HUDSON," I’m your landlady, not a plot device."
WATSON," Would you, er, care to sit down?"
HOLMES," Well, why didn’t you ask her?"
HOLMES," Oh, for God’s sake. (Quietly, to Watson) Give her some lines. She’s perfectly capable of starving us."
HOLMES," Good afternoon. I’m Sherlock Holmes. This is my friend and colleague, Doctor Watson. You may speak freely in front of him, as he rarely understands a word."
WATSON, Holmes.
HOLMES, You have an impish sense of humour which currently you’re deploying to ease a degree of personal anguish.
HOLMES, You have recently married a man of a seemingly kindly disposition who has now abandoned you for an unsavoury companion of dubious morals. You have come to this agency as a last resort in the hope that reconciliation may still be possible.
WATSON," Good Lord, Holmes!"
HOLMES," All of this is, of course, perfectly evident from your perfume."
WATSON, Her perfume?
HOLMES," Yes, her perfume, which brings insight to me and disaster to you."
WATSON, How so?
WATSON, Mary!
WATSON," Why, in God’s name, are you pretending to be a client?"
MRS WATSON," Because I could think of no other way to see my husband, Husband."
WATSON, It was an affair of international intrigue. 
MRS WATSON, It was a murdered country squire.
WATSON," Nevertheless, matters were pressing."
MRS WATSON," I don’t mind you going, my darling. I mind you leaving me behind!"
WATSON, But what could you do?!
MRS WATSON," Oh, what do you do except wander round, taking notes, looking surprised ..."
HOLMES, Enough!
MRS WATSON, Begin what?
HOLMES," Sometimes, to solve a case, one must first solve another."
WATSON," Oh, you have a case, then, a new one?"
WATSON, Deep? Into what?
HOLMES, Lestrade! Do stop loitering by the door and come in.
LESTRADE, How did you know it was me?
HOLMES, I fear she’s branched into literary criticism by means of satire. It is a distressing trend in the modern landlady. What brings you here in your off-duty hours?
LESTRADE, How’d you know I’m off-duty?
HOLMES," Well, since your arrival you’ve addressed over forty percent of your remarks to my decanter."
HOLMES," Watson, give the inspector what he so clearly wants."
WATSON," So, Lestrade, what can we do for you?"
LESTRADE," Oh, I’m not here on business. I just thought I’d ... drop by."
WATSON, A social call? (He walks over and hands Lestrade the glass.)
LESTRADE," Yeah, of course, just to wish you the compliments of the season."
LESTRADE, Merry Christmas?
HOLMES, Merry Christmas.
WATSON, Merry Christmas.
MRS WATSON, Merry Christmas.
HOLMES," Thank God that’s over. Now, Inspector, what strange happening compels you to my door but embarrasses you to relate?"
LESTRADE, Who said anything happened?
HOLMES," You did, by every means short of actual speech."
WATSON, He didn’t want a drink ... (he takes the glass from Lestrade and turns it upside down to show that it is empty) ... he needed one. He’s not embarrassed; he’s afraid.
HOLMES, My Boswell is learning. They do grow up so fast.
HOLMES," Watson, restore the courage of Scotland Yard."
HOLMES," Inspector, do sit down."
HOLMES, Fear is wisdom in the face of danger. It is nothing to be ashamed of.
LESTRADE, Thank you.
HOLMES," From the beginning, then."
BRIDE, You!
GILES, No! Please!
BRIDE, You?!
HOLMES, A moment.
HOLMES, When was this?
LESTRADE, Yesterday morning.
HOLMES, The bride’s face. How was it described?
LESTRADE, White as death ...
LESTRADE, ... mouth like a crimson wound.
HOLMES, Poetry or truth?
LESTRADE, Many would say they’re the same thing.
LESTRADE, I saw her face myself. Afterwards.
HOLMES, After what?
BRIDE, You! (She pauses for a moment.) Or me?
HOLMES," Really, Lestrade. (He walks back across the room to sit in his chair.) A woman blows her own brains out in public and you need help identifying the guilty party. I fear Scotland Yard has reached a new low."
LESTRADE, That’s not why I’m here.
HOLMES, I surmise.
LESTRADE," Emelia Ricoletti. Yesterday was her wedding anniversary. The police, of course, were called, and her body taken to the morgue. (He drinks from his glass.)"
HOLMES, Standard procedure. Why are you telling us what may be presumed?
LESTRADE, Because of what happened next.
LESTRADE," Thomas Ricoletti, Emelia Ricoletti’s husband."
HOLMES, Presumably on his way to the morgue to identify her remains.
LESTRADE," As it turned out, he was saved the trip."
BRIDE, ♪ Remember the maid ...
RICOLETTI, Who are you?
BRIDE, ♪ The maid of the mill. ♪ 
BRIDE," You recognise our song, my dear? I sang it at our wedding."
RICOLETTI, Emelia?! (He stutters.) You’re dead. You can’t be here. You died.
BRIDE," What does it look like, my handsome friend?"
BRIDE, It’s a shotgun wedding.
HOLMES," ’Til death us do part. Twice, in this case."
WATSON, Extraordinary.
MRS WATSON, Impossible!
HOLMES, ... which one can so rarely say of a morgue.
MRS WATSON, And am I just to sit here?
WATSON," Not at all, my dear. (He leans down and chucks her under the chin.) We’ll be hungry later!"
WATSON," Holmes, just one thing? (He looks down at his own clothes.) Tweeds, in a morgue?"
HOLMES," Needs must when the devil drives, Watson."
LESTRADE, Ma’am.
MRS WATSON, Votes for Women.
LESTRADE, And are you – are you for or against?
MRS HUDSON, Ooh-ooh!
MRS HUDSON," Oh. Have they gone off again, have they? I dunno – what a life those gentlemen lead."
MRS HUDSON," Oh, never you mind. Ooh, almost forgot."
MRS HUDSON, That came for you.
MRS WATSON, Oh!
MRS WATSON," Mrs Hudson, tell my husband I’ll be home late. I have some urgent business."
MRS HUDSON, Is everything all right?
MRS WATSON," Oh, you know, just a ... (she waves her hand vaguely and clears her throat) ... friend in need."
MRS HUDSON, Oh dear. What friend?
MRS WATSON, England.
MRS HUDSON," Well, that’s not very specific!"
HOLMES, Who’s on mortuary duty?
LESTRADE, You know who.
HOLMES, Please tell me which idiot did this!
ANDERSON, It’s for everyone’s safety.
WATSON, This woman is dead. Half her head is missing! She’s not a threat to anyone!
ANDERSON, Tell that to her husband. (He points across the room.) He’s under a sheet over there.
HOLMES," Whatever happened in Limehouse last night, I think we can safely assume it wasn’t the work of a dead woman."
ANDERSON, Stranger things have happened.
HOLMES, Such as?
WATSON, You’re speaking like a child.
THE NEW ARRIVAL, Holmes.
HOLMES, Hooper.
HOOPER, You – back to work.
HOOPER," So, come to astonish us with your magic tricks, I suppose."
HOLMES, Is there anything to which you would like to draw my attention?
HOOPER," Nothing at all, Mr Holmes. You may leave any time you like."
LESTRADE," Doctor Hooper, I asked Mr Holmes to come here. Co-operate. That’s an order."
HOOPER," There are two ‘features of interest,’ as you are always saying in Doctor Watson’s stories."
HOLMES, I never say that.
WATSON," You do, actually, quite a lot."
HOOPER," First of all, this is definitely Emelia Ricoletti. She has been categorically identified. Beyond a doubt it is her."
WATSON, Then who was that in Limehouse last night?
HOOPER, That was also Emelia Ricoletti.
WATSON, It can’t have been. She was dead. She was here.
HOOPER, She was positively identified by her own husband seconds before he died. He had no reason to lie. He could hardly be mistaken.
LESTRADE, The cabbie knew her too. There’s no question it’s her.
WATSON," But she can’t have been in two places at the same time, can she?"
WATSON," Holmes, could it have been twins?"
HOLMES, No.
WATSON, Why not?
HOLMES, Because it’s never twins.
LESTRADE," Emelia was not a twin, nor did she have any sisters. She had one older brother who died four years ago."
WATSON, Maybe it was a secret twin.
HOLMES, A what?
WATSON, Hmm? You know? A twin that nobody knows about? This whole thing could have been planned.
HOLMES," Since the moment of conception? How breathtakingly prescient of her! It is never twins, Watson."
WATSON, Then what’s your theory?
LESTRADE, I-I don’t understand. What ...
HOLMES," Why were you so frightened? Nothing so far has justified your assault on my decanter, and why have you allowed a dead woman to be placed under arrest?"
HOOPER, Ah. That would be the other feature of interest.
WATSON, Ah. A smear of blood on her finger. That could have happened any number of ways.
HOOPER, Indeed.
HOOPER, There’s one other thing. It wasn’t there earlier.
LESTRADE, And neither was that.
WATSON, Holmes!
WATSON," She, you mean."
WATSON," Not “he,” “she.”"
WATSON," Er, the gunshot wound was obviously the cause of death, but there are clear indicators of consumption. Might be worth a post mortem. We need all the information we can get."
HOOPER," Oh, isn’t he observant now that Daddy’s gone?"
ANDERSON, What’s he saying that for?
WATSON," Well, Holmes? Surely you must have some theory."
HOLMES," Not yet. These are deep waters, Watson. Deep waters. (He looks out of the window.) And I shall have to go deeper still."
LESTRADE," Five of them now, all the same, every one of ’em."
LESTRADE, What is?
HOLMES, The obliquity of the ecliptic. I have to understand it.
LESTRADE, What is it?
HOLMES, I don’t know. I’m still trying to understand it.
LESTRADE, I thought you understood everything.
HOLMES, Of course not. That would be an appalling waste of brain space. I specialise.
LESTRADE, Then what’s so important about this?
LESTRADE," They’re not boring! Five men dead! Murdered in their own homes; rice on the floor, like at a wedding; and the word “YOU” written in blood on the wall!"
LESTRADE," Uh, it’s-it’s her! It’s-it’s the Bride. Somehow she’s risen again!"
 There you are, solved.
HOLMES, Pay Mrs Hudson a visit on your way out. She likes to feel involved.
LESTRADE, You sure?
HOLMES, Certainly. Go away. (He turns and calls into the sitting room.) Watson! I’m ready. Get your hat and boots. We have an important appointment.
LESTRADE, Didn’t Doctor Watson move out a few months ago?
HOLMES," He did, didn’t he? (He looks thoughtful.) Who have I been talking to all this time?"
LESTRADE," Well, speaking on behalf of the impossibly imbecilic Scotland Yard, that chair is definitely empty."
HOLMES," It is, isn’t it? Works surprisingly well, though. I actually thought he was improving."
WATSON, Ah. Where have you been?
JANE," Sorry, sir. I’m rather behind my time this morning."
WATSON," Are you incapable of boiling an egg? (He sighs.) The fires are rarely lit; there is dust everywhere; and you almost destroyed my boots scraping the mud off them. If it wasn’t my wife’s business to deal with the staff, I would talk to you myself. Where is my wife?"
JANE," Begging your pardon, sir, but the mistress has gone out."
WATSON, Out? At this hour of the morning?
JANE," Yes, sir. Did you not know that, sir?"
WATSON, Where did she go? (He looks down at his newspaper.) She’s always out these days.
JANE, ... sir.
WATSON, I’m sorry?
JANE," Just observing, sir."
WATSON," Well, that’s quite enough. Nobody asked you to be observant."
JANE," Sorry, sir. I just meant you’re hardly ever home together any more, sir."
WATSON, You are dangerously close to impertinence. (He leans forward.) I shall have a word with my wife to have a word with you.
JANE," Very good, sir. And when will you be seeing her?"
WATSON, Now listen ...
JANE," Ooh, I nearly forgot, sir."
JANE," Er, a telegram came for you."
WATSON, You forgot?!
JANE," No, I nearly forgot."
JANE," Reading your new one in The Strand, sir."
WATSON, Did you enjoy it?
JANE," Why do you never mention me, sir?"
WATSON, Go away.
WATSON, The what of the what?
HOLMES, The obliquity of the ecliptic.
WATSON," “Come at once,” you said. I assumed it was important."
HOLMES, It is. It’s the inclination of the Earth’s equator to the path of the sun on the celestial plane.
WATSON, Have you been swotting up?
HOLMES, Why would I do that?
WATSON, To sound clever.
HOLMES, I am clever.
WATSON," Oh, I see."
HOLMES, You see what?
WATSON, I deduce we’re on our way to see someone cleverer than you.
Wilder nods and signs back,)
Holmes signs,)
 implying,)
 then signs,)
Wilder looks at Watson and signs,)
